Diretório,Arquivo,Município,Zona Eleitoral,Local de Votação,Seção Eleitoral,Versão da aplicação,Turno da UE,Identificação do Modelo de Urna,Fase da UE,Serial de votação da MV
2022_2t_AC,o00407-0102300010594.logjez,01023,0001,1031,0594,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,B8DD0651
2022_2t_AC,o00407-0102300010595.logjez,01023,0001,1031,0595,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,314C5B2C
2022_2t_AC,o00407-0102300010596.logjez,01023,0001,1040,0596,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,98E09867
2022_2t_AC,o00407-0102300010598.logjez,01023,0001,1066,0598,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,E06C970A
2022_2t_AC,o00407-0102300010599.logjez,01023,0001,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2009,Oficial,CDACA291
2022_2t_AC,o00407-0102300010600.logjez,01023,0001,1066,0600,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,A162101B
2022_2t_AC,o00407-0102300010601.logjez,01023,0001,1074,0601,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,78487412
2022_2t_AC,o00407-0102300010602.logjez,01023,0001,1074,0602,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,49551807
2022_2t_AC,o00407-0102300010604.logjez,01023,0001,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2009,Oficial,3BBB43D7
2022_2t_AC,o00407-0102300010605.logjez,01023,0001,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2009,Oficial,315BC894
2022_2t_AC,o00407-0102300010606.logjez,01023,0001,1082,0606,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,F4DD130A
2022_2t_AC,o00407-0102300010607.logjez,01023,0001,1082,0607,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,C95208F5
2022_2t_AC,o00407-0102300010608.logjez,01023,0001,1082,0608,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,2DD3EA68
2022_2t_AC,o00407-0102300010609.logjez,01023,0001,1082,0609,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,60764FCC
2022_2t_AC,o00407-0102300010610.logjez,01023,0001,1090,0610,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,9D0400DD
2022_2t_AC,o00407-0102300010611.logjez,01023,0001,1090,0611,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,3775C4B3
2022_2t_AC,o00407-0102300010612.logjez,01023,0001,1104,0612,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,B3927730
2022_2t_AC,o00407-0102300010613.logjez,01023,0001,1104,0613,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,5732496E
2022_2t_AC,o00407-0102300010614.logjez,01023,0001,1112,0614,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,4477B256
2022_2t_AC,o00407-0102300010615.logjez,01023,0001,1112,0615,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,67A73215
2022_2t_AC,o00407-0102300010616.logjez,01023,0001,1139,0616,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,D61AF549
2022_2t_AC,o00407-0102300010617.logjez,01023,0001,1139,0617,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,33E9637D
2022_2t_AC,o00407-0102300010618.logjez,01023,0001,1139,0618,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,E3BD5E73
2022_2t_AC,o00407-0102300010619.logjez,01023,0001,1147,0619,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,3E931625
2022_2t_AC,o00407-0102300010620.logjez,01023,0001,1163,0620,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,F9E7C070
2022_2t_AC,o00407-0102300010621.logjez,01023,0001,1163,0621,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,C2FA7B59
2022_2t_AC,o00407-0102300010622.logjez,01023,0001,1171,0622,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,3B2A8414
2022_2t_AC,o00407-0102300010623.logjez,01023,0001,1180,0623,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,5600F658
2022_2t_AC,o00407-0102300010624.logjez,01023,0001,1198,0624,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,65E55A58
2022_2t_AC,o00407-0102300010625.logjez,01023,0001,1198,0625,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,BD5088A7
2022_2t_AC,o00407-0102300010626.logjez,01023,0001,1198,0626,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,2E0ACFC1
2022_2t_AC,o00407-0102300010627.logjez,01023,0001,1201,0627,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,13DD498D
2022_2t_AC,o00407-0102300010628.logjez,01023,0001,1201,0628,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,D6E60FE1
2022_2t_AC,o00407-0102300010630.logjez,01023,0001,1210,0630,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,36EC94A4
2022_2t_AC,o00407-0102300010631.logjez,01023,0001,1210,0631,8.26.0.0 - Onça-pintada,1º turno,UE2015,Oficial,C32AB258
2022_2t_AC,o00407-0103100030058.logjez,01031,0003,1023,0058,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,84DD3FE1
2022_2t_AC,o00407-0103100030060.logjez,01031,0003,0000,0000,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,3593C243
2022_2t_AC,o00407-0103100030065.logjez,01031,0003,1015,0065,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,261AF07B
2022_2t_AC,o00407-0103100030072.logjez,01031,0003,1031,0072,8.26.0.0 - Onça-pintada,1º turno,UE2013,Oficial,ED2E0B9C
